publisher,license,is_referenced_by_count,link,authors,abstract,title,doi,type,journal,issn,volume,issue,start_page,end_page,publication_date,references,ablation
IOP Publishing,,18,"[{'URL': 'http://stacks.iop.org/1063-7818/27/i=6/a=A17/pdf', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]","[{'lastname': 'Kabashin', 'firstname': 'A V', 'affiliation': None}, {'lastname': 'Nikitin', 'firstname': 'P I', 'affiliation': None}]",,Electric fields of a laser spark produced by radiation with various parameters,10.1070/qe1997v027n06abeh000974,journal-article,Quantum Electronics,1468-4799,27,6,536,541,1997-06-30,"['10.3367/UFNr.0111.197312a.0579', '10.1070/PU1974v016n06ABEH004094', '10.1017/S0263034600006595']",False
IOP Publishing,,78,"[{'URL': 'http://stacks.iop.org/1063-7818/27/i=7/a=A23/pdf', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]","[{'lastname': 'Kabashin', 'firstname': 'A V', 'affiliation': None}, {'lastname': 'Nikitin', 'firstname': 'P I', 'affiliation': None}]",,Interferometer based on a surface-plasmon resonance for sensor applications,10.1070/qe1997v027n07abeh001013,journal-article,Quantum Electronics,1468-4799,27,7,653,654,1997-07-31,"['10.1016/0250-6874(83)85036-7', '10.1016/0030-4018(74)90341-1', '10.1364/AO.33.007501', '10.1016/0924-4247(90)87029-I']",False
IOP Publishing,"[{'start': {'date-parts': [[2021, 10, 1]], 'date-time': '2021-10-01T00:00:00Z', 'timestamp': 1633046400000}, 'content-version': 'vor', 'delay-in-days': 0, 'URL': 'http://creativecommons.org/licenses/by/3.0/'}, {'start': {'date-parts': [[2021, 10, 1]], 'date-time': '2021-10-01T00:00:00Z', 'timestamp': 1633046400000}, 'content-version': 'tdm', 'delay-in-days': 0, 'URL': 'https://iopscience.iop.org/info/page/text-and-data-mining'}]",1,"[{'URL': 'https://iopscience.iop.org/article/10.1088/1742-6596/2058/1/012002', 'content-type': 'text/html', 'content-version': 'vor', 'intended-application': 'text-mining'}, {'URL': 'https://iopscience.iop.org/article/10.1088/1742-6596/2058/1/012002/pdf', 'content-type': 'application/pdf', 'content-version': 'vor', 'intended-application': 'text-mining'}, {'URL': 'https://iopscience.iop.org/article/10.1088/1742-6596/2058/1/012002/pdf', 'content-type': 'application/pdf', 'content-version': 'vor', 'intended-application': 'syndication'}, {'URL': 'https://iopscience.iop.org/article/10.1088/1742-6596/2058/1/012002/pdf', 'content-type': 'application/pdf', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]","[{'lastname': 'Al-Kattan', 'firstname': 'A', 'affiliation': None}, {'lastname': 'Kabashin', 'firstname': 'A V', 'affiliation': None}]","Exhibiting strong optical absorption in the visible – near-infrared, plasmonic nanomaterials can be used as transducers in optical biosensing, contrast agents in bioimaging and synthesizers of photothermal therapy. Such functionalities promise their employment as functional elements in tissue engineering platforms, but such applications typically require ultraclean nanomaterials to minimize toxicity problems, which is not easy using conventional chemical synthesis routes. We recently demonstrated the possibility of fabricating ultraclean bare (ligand-free) plasmonic Au and TiN nanoparticles by ultrashort laser ablation in liquid ambient. Exempt of any toxic contaminants and exhibiting a series of imaging and therapeutic functionalities, these nanomaterials present promising objects for various biomedical applications. Here, we review our recent progress in the co-electrospinning of laser-synthesized Au and TiN nanoparticles with polymers to form functionalized matrices for tissue engineering.",Bare laser-synthesized plasmonic Au and TiN nanoparticles as functional additives to polymer nanofiber platforms for tissue engineering applications,10.1088/1742-6596/2058/1/012002,journal-article,Journal of Physics: Conference Series,1742-6596,2058,1,012002,,2021-10-01,"['10.1615/CritRevBiomedEng.v40.i5.10', '10.1089/ten.teb.2015.0535', '10.1016/j.jpedsurg.2015.10.022', '10.1021/acs.chemrev.5b00148', '10.1002/btm2.10003', '10.2147/IJN.S61212', '10.1016/j.nantod.2008.10.014', '10.1021/acs.biomac.5b00920', '10.1016/j.carbpol.2010.08.004', '10.1039/C5TB01292A', '10.1016/j.cossms.2016.03.006', '10.1039/c2cs15337h', '10.2217/nnm.12.109', '10.1021/acs.chemrev.6b00468', '10.1063/1.1557752', '10.1016/S0921-5107(02)00651-7', '10.1021/jp953248x', '10.1021/jp0037091', '10.1016/S0169-4332(01)00634-1', '10.1063/1.1626793', '10.1039/C6TB02623K', '10.2217/nnm-2016-0228', '10.1021/acsnano.9b04610', '10.1002/jbio.201700225', '10.1038/s41598-019-48748-3', '10.1038/s41598-018-37519-1', '10.1016/j.ijbiomac.2017.07.087', '10.1016/j.msec.2012.05.009', '10.1016/j.eurpolymj.2012.12.009', '10.1039/C7RA02255G', '10.3390/nano9081058', '10.3390/nano11020519']",True
American Physical Society (APS),"[{'start': {'date-parts': [[1997, 3, 1]], 'date-time': '1997-03-01T00:00:00Z', 'timestamp': 857174400000}, 'content-version': 'vor', 'delay-in-days': 0, 'URL': 'http://link.aps.org/licenses/aps-default-license'}]",5,"[{'URL': 'http://link.aps.org/article/10.1103/PhysRevE.55.3393', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'syndication'}, {'URL': 'http://harvest.aps.org/v2/journals/articles/10.1103/PhysRevE.55.3393/fulltext', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]","[{'lastname': 'Kabashin', 'firstname': 'A. V.', 'affiliation': None}, {'lastname': 'Nikitin', 'firstname': 'P. I.', 'affiliation': None}]",,Space-time structure of the magnetic field of a laser plasma and methods for its enhancement outside the plasma,10.1103/physreve.55.3393,journal-article,Physical Review E,1095-3787,55,3,3393,3399,1997-03-01,"['10.1103/PhysRevLett.56.846', '10.1143/JJAP.26.1290', '10.1103/PhysRevLett.34.138', '10.1103/PhysRevLett.26.1012', '10.1103/PhysRevLett.67.1755', '10.1063/1.346408', '10.1063/1.116450', '10.1016/0924-4247(90)87050-S', '10.1063/1.321800', '10.1103/PhysRevA.16.2437']",False
Springer Science and Business Media LLC,"[{'start': {'date-parts': [[2007, 5, 17]], 'date-time': '2007-05-17T00:00:00Z', 'timestamp': 1179360000000}, 'content-version': 'tdm', 'delay-in-days': 0, 'URL': 'http://www.springer.com/tdm'}]",83,"[{'URL': 'http://link.springer.com/content/pdf/10.1007/s00339-007-4001-1.pdf', 'content-type': 'application/pdf', 'content-version': 'vor', 'intended-application': 'text-mining'}, {'URL': 'http://link.springer.com/article/10.1007/s00339-007-4001-1/fulltext.html', 'content-type': 'text/html', 'content-version': 'vor', 'intended-application': 'text-mining'}, {'URL': 'http://link.springer.com/content/pdf/10.1007/s00339-007-4001-1', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]","[{'lastname': 'Besner', 'firstname': 'S.', 'affiliation': None}, {'lastname': 'Kabashin', 'firstname': 'A.V.', 'affiliation': None}, {'lastname': 'Meunier', 'firstname': 'M.', 'affiliation': None}]",,Two-step femtosecond laser ablation-based method for the synthesis of stable and ultra-pure gold nanoparticles in water,10.1007/s00339-007-4001-1,journal-article,Applied Physics A,1432-0630,88,2,269,272,2007-05-17,"['10.1007/978-3-662-09109-8', '10.1126/science.275.5303.1102', '10.1073/pnas.97.3.996', '10.1021/nl0347334', '10.1002/bbpc.19930971112', '10.1021/jp984163+', '10.1021/jp001336y', '10.1021/jp0037091', '10.1016/S0009-2614(01)01136-8', '10.1016/S0169-4332(02)00936-4', '10.1016/S0169-4332(01)00634-1', '10.1021/jp034345q', '10.1063/1.1626793', '10.1021/jp047134+', '10.1021/ja048678s', '10.1007/s00339-004-3081-4', '10.1007/s003400050617', '10.1063/1.1426250', '10.1109/3.777215', '10.1007/s00340-002-1087-1', '10.1063/1.2402944', '10.1016/S0030-4018(03)01357-9', '10.1021/jp057170o', '10.1007/s00340-003-1214-7', '10.1103/PhysRevB.68.035424', '10.1021/jp980009b', '10.1021/jp061020b']",True
Elsevier BV,"[{'start': {'date-parts': [[1999, 1, 25]], 'date-time': '1999-01-25T00:00:00Z', 'timestamp': 917222400000}, 'content-version': 'tdm', 'delay-in-days': 0, 'URL': 'https://www.elsevier.com/tdm/userlicense/1.0/'}]",48,"[{'URL': 'https://api.elsevier.com/content/article/PII:S0925400598003268?httpAccept=text/xml', 'content-type': 'text/xml', 'content-version': 'vor', 'intended-application': 'text-mining'}, {'URL': 'https://api.elsevier.com/content/article/PII:S0925400598003268?httpAccept=text/plain', 'content-type': 'text/plain', 'content-version': 'vor', 'intended-application': 'text-mining'}]","[{'lastname': 'Kabashin', 'firstname': 'A.V.', 'affiliation': None}, {'lastname': 'Kochergin', 'firstname': 'V.E.', 'affiliation': None}, {'lastname': 'Nikitin', 'firstname': 'P.I.', 'affiliation': None}]",,Surface plasmon resonance bio- and chemical sensors with phase-polarisation contrast,10.1016/s0925-4005(98)00326-8,journal-article,Sensors and Actuators B: Chemical,0925-4005,54,1-2,51,56,1999-01-25,,False
AIP Publishing,,109,"[{'URL': 'https://pubs.aip.org/aip/apl/article-pdf/doi/10.1063/1.2402944/13338569/233122_1_online.pdf', 'content-type': 'application/pdf', 'content-version': 'vor', 'intended-application': 'syndication'}, {'URL': 'https://pubs.aip.org/aip/apl/article-pdf/doi/10.1063/1.2402944/13338569/233122_1_online.pdf', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]","[{'lastname': 'Besner', 'firstname': 'S.', 'affiliation': None}, {'lastname': 'Kabashin', 'firstname': 'A. V.', 'affiliation': None}, {'lastname': 'Meunier', 'firstname': 'M.', 'affiliation': None}]","A femtosecond laser-based method to control the size characteristics of gold colloidal nanoparticles is reported. The method uses the supercontinuum generation produced through a strong nonlinear-optical interaction of the femtosecond radiation with a liquid to fragment relatively large colloids and reduce their agglomeration. The fragmented species then recoalesce to form smaller, less dispersed, and much more stable nanoparticles in the solution. The size of the nanoparticles after the treatment is independent of the initial characteristics of colloids, but depends strongly on laser parameters and on the presence of chemically active species in the solution.",Fragmentation of colloidal nanoparticles by femtosecond laser-induced supercontinuum generation,10.1063/1.2402944,journal-article,Applied Physics Letters,1077-3118,89,23,,,2006-12-04,"['10.1021/ja0296935', '10.1126/science.297.5586.1536', '10.1021/cr030698+', '10.1038/nature01937', '10.1063/1.120894', '10.1021/jp027269k', '10.1021/jp0111620', '10.1063/1.123911', '10.1021/jp984429c', '10.1021/jp000679t', '10.1021/jp045167j', '10.1021/jp061020b', '10.1007/s00340-002-1087-1', '10.1109/3.777215', '10.1007/s00340-003-1214-7', '10.1007/s00339-004-3081-4', '10.1063/1.1626793', '10.1103/PhysRevB.60.3279', '10.1021/jp983503o', '10.1103/PhysRevB.68.035424', '10.1021/jp980009b']",True
Elsevier BV,"[{'start': {'date-parts': [[2005, 2, 1]], 'date-time': '2005-02-01T00:00:00Z', 'timestamp': 1107216000000}, 'content-version': 'tdm', 'delay-in-days': 0, 'URL': 'https://www.elsevier.com/tdm/userlicense/1.0/'}]",18,"[{'URL': 'https://api.elsevier.com/content/article/PII:S0925346704002836?httpAccept=text/xml', 'content-type': 'text/xml', 'content-version': 'vor', 'intended-application': 'text-mining'}, {'URL': 'https://api.elsevier.com/content/article/PII:S0925346704002836?httpAccept=text/plain', 'content-type': 'text/plain', 'content-version': 'vor', 'intended-application': 'text-mining'}]","[{'lastname': 'Patskovsky', 'firstname': 'Sergiy', 'affiliation': None}, {'lastname': 'Kabashin', 'firstname': 'Andrei V.', 'affiliation': None}, {'lastname': 'Meunier', 'firstname': 'Michel', 'affiliation': None}]",,Near-infrared surface plasmon resonance sensing on a Si platform with nanoparticle-based signal enhancement,10.1016/j.optmat.2004.08.066,journal-article,Optical Materials,0925-3467,27,5,1093,1096,2005-02-01,"['10.1146/annurev.biophys.26.1.541', '10.1515/zna-1968-1247', '10.1016/0250-6874(83)85036-7', '10.1016/0956-5663(95)96965-2', '10.1016/S0925-4005(97)80057-3', '10.1049/el:19881004', '10.1016/0925-4005(93)80021-3', '10.1016/S0030-4018(97)00726-8', '10.1063/1.125493', '10.1021/ac9809940', '10.1021/ac010820+', '10.1364/JOSAA.20.001644', '10.1016/j.snb.2003.09.023', '10.1364/AO.42.006905', '10.1081/AL-120026570', '10.1103/PhysRevA.46.1614', '10.1088/0963-9659/5/5/005', '10.1063/1.1446217', '10.1016/S0039-6028(83)80051-X', '10.1016/S0925-4005(02)00243-5', '10.1016/S0022-4073(01)00019-X']",True
Optica Publishing Group,"[{'start': {'date-parts': [[2007, 9, 14]], 'date-time': '2007-09-14T00:00:00Z', 'timestamp': 1189728000000}, 'content-version': 'vor', 'delay-in-days': 256, 'URL': 'https://doi.org/10.1364/OA_License_v1#VOR-OA'}, {'start': {'date-parts': [[2007, 9, 14]], 'date-time': '2007-09-14T00:00:00Z', 'timestamp': 1189728000000}, 'content-version': 'tdm', 'delay-in-days': 256, 'URL': 'https://opg.optica.org/policies/opg-tdm-policy.json'}]",26,"[{'URL': 'https://www.osapublishing.org/viewmedia.cfm?URI=oe-15-19-12523&seq=0', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]","[{'lastname': 'Patskovsky', 'firstname': 'S.', 'affiliation': None}, {'lastname': 'Meunier', 'firstname': 'M.', 'affiliation': None}, {'lastname': 'Kabashin', 'firstname': 'A. V.', 'affiliation': None}]",,Phase-sensitive silicon-based total internal reflection sensor,10.1364/oe.15.012523,journal-article,Optics Express,1094-4087,15,19,12523,,2007-01-01,,False
American Vacuum Society,,31,"[{'URL': 'https://pubs.aip.org/avs/jvb/article-pdf/19/6/2217/10993188/2217_1_online.pdf', 'content-type': 'application/pdf', 'content-version': 'vor', 'intended-application': 'syndication'}, {'URL': 'https://pubs.aip.org/avs/jvb/article-pdf/19/6/2217/10993188/2217_1_online.pdf', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]","[{'lastname': 'Kabashin', 'firstname': 'A. V.', 'affiliation': None}, {'lastname': 'Meunier', 'firstname': 'M.', 'affiliation': None}, {'lastname': 'Leonelli', 'firstname': 'R.', 'affiliation': None}]","Photoluminescence (PL) properties of nanostructured Si-based films produced by pulsed laser ablation in a residual gas are studied. Two types of PL signals have been identified. Signals of the first type are sensitive to the ablation conditions with the PL peak position depending on the gas pressure during the deposition. Signals of the second type with PL peaks around 1.6–1.7 and 2.2– 2.3 eV are almost independent of the ablation conditions and are mainly determined by the presence of oxygen-related complexes in the film composition. These complexes can be formed through a prolonged natural oxidation or thermal annealing of the films, or through the direct laser ablation in the presence of oxygen. Possible mechanisms of PL signals are discussed.",Photoluminescence characterization of Si-based nanostructured films produced by pulsed laser ablation,10.1116/1.1420494,journal-article,"Journal of Vacuum Science &amp; Technology B: Microelectronics and Nanometer Structures Processing, Measurement, and Phenomena",1520-8567,19,6,2217,2222,2001-11-01,"['10.1063/1.103561', '10.1063/1.102921', '10.1103/PhysRevB.48.4883', '10.1063/1.116098', '10.1063/1.116870', '10.1007/BF03296063', '10.1016/0169-4332(95)00429-7', '10.1063/1.121516', '10.1063/1.121892', '10.1063/1.111766', '10.1016/0040-6090(94)05612-H', '10.1143/JJAP.35.1361', '10.1143/JJAP.35.4780', '10.1016/S0169-4332(97)00661-2', '10.1063/1.368971', '10.1063/1.372421', '10.1016/S0169-4332(00)00780-7', '10.1016/0022-3093(96)00072-5', '10.1016/S0169-4332(97)00655-7', '10.1063/1.347022', '10.1021/jp963192m', '10.1063/1.1288228', '10.1063/1.112035', '10.1063/1.362605', '10.1063/1.109087', '10.1063/1.346719']",False
Springer Science and Business Media LLC,"[{'start': {'date-parts': [[2008, 12, 1]], 'date-time': '2008-12-01T00:00:00Z', 'timestamp': 1228089600000}, 'content-version': 'tdm', 'delay-in-days': 0, 'URL': 'http://www.springer.com/tdm'}]",2,"[{'URL': 'http://link.springer.com/content/pdf/10.1007/s00339-008-4786-6.pdf', 'content-type': 'application/pdf', 'content-version': 'vor', 'intended-application': 'text-mining'}, {'URL': 'http://link.springer.com/article/10.1007/s00339-008-4786-6/fulltext.html', 'content-type': 'text/html', 'content-version': 'vor', 'intended-application': 'text-mining'}, {'URL': 'http://link.springer.com/content/pdf/10.1007/s00339-008-4786-6.pdf', 'content-type': 'application/pdf', 'content-version': 'vor', 'intended-application': 'similarity-checking'}, {'URL': 'http://link.springer.com/content/pdf/10.1007/s00339-008-4786-6', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]","[{'lastname': 'Kabashin', 'firstname': 'A. V.', 'affiliation': None}, {'lastname': 'Marine', 'firstname': 'W.', 'affiliation': None}, {'lastname': 'Meunier', 'firstname': 'M.', 'affiliation': None}]",,Laser-assisted local patterning of ZnO-based spots for mirror-less lasing,10.1007/s00339-008-4786-6,journal-article,Applied Physics A,1432-0630,93,4,1011,1014,2008-12-01,"['10.1038/368436a0', '10.1103/PhysRevLett.75.1739', '10.1063/1.122853', '10.1063/1.121620', '10.1063/1.1374452', '10.1063/1.2221406', '10.1063/1.1719279', '10.1063/1.2370879', '10.1103/PhysRevLett.78.729', '10.1063/1.1894590', '10.1103/PhysRevE.54.4256', '10.1063/1.1992666', '10.1016/S0169-4332(01)00690-0', '10.1063/1.1557752', '10.1016/S0921-5107(02)00651-7']",False
